epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
2264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2273,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2281,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2289,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2307,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2319,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2321,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2326,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2355,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2362,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2376,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2386,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2393,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2428,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2447,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2451,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,0.0000,0.0000,0.0000
2521,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,8,,,
2530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,0.0000,0.0000,0.0000
2531,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,0.0000,0.0000,0.0000
2541,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,0.0000,0.0000,0.0000
2551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,0.0000,0.0000,0.0000
2561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
2570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,0.0000,0.0000,0.0000
2571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,9,,,
